X,Y,OffenceNum,CaseDate,CaseType,CaseStatus,LienStatus,ParcelNo,CouncilDistrict,City,STATE,Zip,ComplaintRem,OBJECTID,ParcelNo_X,ParcelNo_Y,Address1,Year,Month,GlobalID,created_user,created_date,last_edited_user,last_edited_date
506044.273404669,674572.229992256,C00130150,2022/03/17,NUISANCE,CLOSED,Lien Released,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,494,2.38555556,11.10666667,735 ALEXANDER ST,2022,3,{AE6211C2-5B7B-4678-B096-56157448BAB4},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00123665,2021/08/09,NUISANCE,CLOSED,Lien Released,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,495,2.38555556,11.10666667,735 ALEXANDER ST,2021,8,{AFDCA6D4-E36C-480B-BF18-1AFB2E093F17},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00114489,2021/03/16,NUISANCE,CLOSED,Lien Released,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,496,2.38555556,11.10666667,735 ALEXANDER ST,2021,3,{CD7534C3-8049-452B-AF99-A8627BF99518},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00119874,2021/06/08,NUISANCE,CLOSED,Lien Released,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,497,2.38555556,11.10666667,735 ALEXANDER ST,2021,6,{B3A8A03F-438E-49C5-B22C-C0F4630098E6},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00146342,2023/04/07,NUISANCE,OPEN,NA,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,498,2.38555556,11.10666667,735 ALEXANDER ST,2023,4,{FA0851B7-EAD8-4A21-9B24-B272BA131716},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00142883,2022/10/24,NUISANCE,CLOSED,Lien Released,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,499,2.38555556,11.10666667,735 ALEXANDER ST,2022,10,{20F40A00-32AF-4021-A54C-0104846BA1F0},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00135827,2022/06/14,NUISANCE,CLOSED,Lien Released,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,500,2.38555556,11.10666667,735 ALEXANDER ST,2022,6,{0CFE68A9-1DA2-4A40-B1AA-26AB148FDCFF},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00139833,2022/08/17,NUISANCE,CLOSED,NA,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,501,2.38555556,11.10666667,735 ALEXANDER ST,2022,8,{EFAAFC9B-A24E-40E1-BE71-7264CC264971},,,HNAM,2025/03/19 20:12:07+00
506044.273404669,674572.229992256,C00149346,2023/05/23,NUISANCE,CLOSED,Lien Released,11 06 24 2 023 008.000,DISTRICT 7,MONTGOMERY,AL,36108,,502,2.38555556,11.10666667,735 ALEXANDER ST,2023,5,{978E5D1A-1153-4DD6-9921-85EFF482761F},,,HNAM,2025/03/19 20:12:07+00
501289.164148502,678933.203225672,C00151400,2023/06/29,NUISANCE,CLOSED,NA,11 06 14 3 002 002.000,DISTRICT 4,MONTGOMERY,AL,36108,,503,3.03388889,11.10388889,844 ALMA DR,2023,6,{B942A851-FD5D-4E71-8AD5-8D2E44FC46FB},,,HNAM,2025/03/19 20:12:07+00
543206.041272588,655814.780958675,C00149510,2023/05/30,NUISANCE,CLOSED,NA,16 03 06 3 000 006.051,DISTRICT 6,MONTGOMERY,AL,36116,,504,3.00168083,16.05166667,5919 AMBERWOOD LN,2023,5,{5D329C36-BAB4-4F06-8B62-1E8AC1BA7682},,,HNAM,2025/03/19 20:12:07+00
543071.692459922,656026.660128094,C00148961,2023/05/16,NUISANCE,CLOSED,NA,16 03 06 3 000 006.048,DISTRICT 6,MONTGOMERY,AL,36116,,505,3.00168,16.05166667,5912 AMBERWOOD LN,2023,5,{B3FA0BB8-FB12-448C-8C7F-4386EB3510CA},,,HNAM,2025/03/19 20:12:07+00
543071.692459922,656026.660128094,C00116201,2021/04/13,NUISANCE,CLOSED,NA,16 03 06 3 000 006.048,DISTRICT 6,MONTGOMERY,AL,36116,,506,3.00168,16.05166667,5912 AMBERWOOD LN,2021,4,{00FC7782-B673-4A90-A452-13CEF78EFAB5},,,HNAM,2025/03/19 20:12:07+00
543071.692459922,656026.660128094,C00118859,2021/05/19,NUISANCE,CLOSED,NA,16 03 06 3 000 006.048,DISTRICT 6,MONTGOMERY,AL,36116,,507,3.00168,16.05166667,5912 AMBERWOOD LN,2021,5,{8851F1A0-6DFA-40AE-AED9-E46E6DE28488},,,HNAM,2025/03/19 20:12:07+00
543206.041272588,655814.780958675,C00154184,2023/08/02,NUISANCE,CLOSED,NA,16 03 06 3 000 006.051,DISTRICT 6,MONTGOMERY,AL,36116,,508,3.00168083,16.05166667,5919 AMBERWOOD LN,2023,8,{C9BA9076-8798-4F6F-9100-3CA77BDC720E},,,HNAM,2025/03/19 20:12:07+00
513924.553247754,664085.103656843,C00137933,2022/07/21,REPAIR,OPEN,NA,10 09 31 1 010 005.000,DISTRICT 5,MONTGOMERY,AL,36116,,509,1.16805556,10.15861111,4205 AMHERST DR,2022,7,{993CFFC6-C627-4DD6-A554-1B83E2EFC6AD},,,HNAM,2025/03/19 20:12:07+00
513995.028500505,663827.769853927,C00137324,2022/07/12,NUISANCE,CLOSED,NA,10 09 31 1 011 016.000,DISTRICT 5,MONTGOMERY,AL,36116,,510,1.18777778,10.15861111,4234 AMHERST DR,2022,7,{FD63888E-5870-4753-9308-CDF764B3543B},,,HNAM,2025/03/19 20:12:07+00
543206.041272588,655814.780958675,C00163614,2024/05/01,NUISANCE,CLOSED,NA,16 03 06 3 000 006.051,DISTRICT 6,MONTGOMERY,AL,36116,,511,3.00168083,16.05166667,5919 AMBERWOOD LN,2024,5,{3A3FFB91-0C4E-4248-8BA5-39A3D1277047},,,HNAM,2025/03/19 20:12:07+00
513995.028500505,663827.769853927,C00148465,2023/05/09,NUISANCE,CLOSED,NA,10 09 31 1 011 016.000,DISTRICT 5,MONTGOMERY,AL,36116,BACK YARD NEEDS TO BE IN COMPLIANCE.,512,1.18777778,10.15861111,4234 AMHERST DR,2023,5,{F78C332A-CB1F-4ED0-A5B1-56BAE2208928},,,HNAM,2025/03/19 20:12:07+00
513995.028500505,663827.769853927,C00135601,2022/06/09,NUISANCE,CLOSED,NA,10 09 31 1 011 016.000,DISTRICT 5,MONTGOMERY,AL,36116,,513,1.18777778,10.15861111,4234 AMHERST DR,2022,6,{FB440510-8D6F-4EBB-9666-7094CBF4BABD},,,HNAM,2025/03/19 20:12:07+00
513995.028500505,663827.769853927,C00164038,2024/05/09,NUISANCE,CLOSED,NA,10 09 31 1 011 016.000,DISTRICT 5,MONTGOMERY,AL,36116,,514,1.18777778,10.15861111,4234 AMHERST DR,2024,5,{D152611B-F2C6-4BC0-91C6-55AF6A98E5BB},,,HNAM,2025/03/19 20:12:07+00
513995.028500505,663827.769853927,C00165593,2024/06/07,NUISANCE,CLOSED,NA,10 09 31 1 011 016.000,DISTRICT 5,MONTGOMERY,AL,36116,,515,1.18777778,10.15861111,4234 AMHERST DR,2024,6,{F74C8D2B-5FBC-4EEE-822C-E7AA01945606},,,HNAM,2025/03/19 20:12:07+00
541881.16137642,689940.90233884,C00126178,2021/09/28,REPAIR,CLOSED,NA,09 03 06 3 001 024.000,DISTRICT 2,MONTGOMERY,AL,36117,,516,3.02333333,9.05166667,704 AMITY LN,2021,9,{5D1BBFE5-5FFB-4F40-867E-7822419A5188},,,HNAM,2025/03/19 20:12:07+00
513995.028500505,663827.769853927,C00168162,2024/07/24,NUISANCE,CLOSED,NA,10 09 31 1 011 016.000,DISTRICT 5,MONTGOMERY,AL,36116,,517,1.18777778,10.15861111,4234 AMHERST DR,2024,7,{8AEFEA00-C56C-4F92-BAE6-4267CFFA4FC2},,,HNAM,2025/03/19 20:12:07+00
513995.028500505,663827.769853927,C00153123,2023/07/21,NUISANCE,CLOSED,NA,10 09 31 1 011 016.000,DISTRICT 5,MONTGOMERY,AL,36116,,518,1.18777778,10.15861111,4234 AMHERST DR,2023,7,{F974B3A8-10E7-4719-B888-376067354F53},,,HNAM,2025/03/19 20:12:07+00
513995.028500505,663827.769853927,C00151133,2023/06/26,NUISANCE,CLOSED,NA,10 09 31 1 011 016.000,DISTRICT 5,MONTGOMERY,AL,36116,,519,1.18777778,10.15861111,4234 AMHERST DR,2023,6,{EBD7EE33-D3B0-4BDF-8FA5-1D39B3361846},,,HNAM,2025/03/19 20:12:07+00
541692.585310005,690012.362169676,C00118534,2021/05/13,NUISANCE,CLOSED,NA,09 03 06 3 001 028.000,DISTRICT 2,MONTGOMERY,AL,36117,,520,3.02444444,9.05166667,709 AMITY LN,2021,5,{27D0CDC0-B426-4277-B48D-8BE449D1BEAE},,,HNAM,2025/03/19 20:12:07+00
519794.695050754,691886.049367175,C00137135,2022/07/07,NUISANCE,OPEN,NA,10 03 05 1 006 028.000,DISTRICT 3,MONTGOMERY,AL,36107,,521,1.10777778,10.05138889,2047 AMOS ST,2022,7,{EE324EC8-128B-49F9-82C1-17458BF576BF},,,HNAM,2025/03/19 20:12:07+00
519794.695050754,691886.049367175,C00120817,2021/06/24,NUISANCE,OPEN,NA,10 03 05 1 006 028.000,DISTRICT 3,MONTGOMERY,AL,36107,,522,1.10777778,10.05138889,2047 AMOS ST,2021,6,{85D431CC-2D05-4DB5-8215-3AB207248AFC},,,HNAM,2025/03/19 20:12:07+00
519794.695050754,691886.049367175,C00140821,2022/09/02,NUISANCE,CLOSED,NA,10 03 05 1 006 028.000,DISTRICT 3,MONTGOMERY,AL,36107,,523,1.10777778,10.05138889,2047 AMOS ST,2022,9,{D2B01FC2-D30F-48AA-805B-C33B0FEDEEEF},,,HNAM,2025/03/19 20:12:07+00
519794.695050754,691886.049367175,C00170043,2024/08/26,NUISANCE,CLOSED,NA,10 03 05 1 006 028.000,DISTRICT 3,MONTGOMERY,AL,36107,,524,1.10777778,10.05138889,2047 AMOS ST,2024,8,{E45532D1-548C-4FA2-A568-3E4357803AE5},,,HNAM,2025/03/19 20:12:07+00
519794.695050754,691886.049367175,C00155772,2023/08/24,NUISANCE,CLOSED,NA,10 03 05 1 006 028.000,DISTRICT 3,MONTGOMERY,AL,36107,,525,1.10777778,10.05138889,2047 AMOS ST,2023,8,{80ED7FE6-002B-4624-8EC8-8754BD8AF58A},,,HNAM,2025/03/19 20:12:07+00
519794.695050754,691886.049367175,C00165796,2024/06/11,NUISANCE,OPEN,Lien Filed,10 03 05 1 006 028.000,DISTRICT 3,MONTGOMERY,AL,36107,,526,1.10777778,10.05138889,2047 AMOS ST,2024,6,{EE31C5B8-D2BE-4614-8208-B1A02EA7A1B0},,,HNAM,2025/03/19 20:12:07+00
519794.695050754,691886.049367175,C00162121,2024/04/07,NUISANCE,CLOSED,NA,10 03 05 1 006 028.000,DISTRICT 3,MONTGOMERY,AL,36107,,527,1.10777778,10.05138889,2047 AMOS ST,2024,4,{D9E2F853-4F83-40F9-832C-5128301D57AD},,,HNAM,2025/03/19 20:12:07+00
515870.913528252,693131.490445845,C00145285,2023/03/16,NUISANCE,OPEN,NA,04 09 32 3 018 036.000,DISTRICT 3,MONTGOMERY,AL,36110,REMOVE PILE OF TREE DEBRIS FROM PROPERTY,528,3.31,4.15888889,1500 AMOY CT,2023,3,{FF19A406-4FB4-4939-89A4-977FB95B23E5},,,HNAM,2025/03/19 20:12:07+00
515870.913528252,693131.490445845,C00141387,2022/09/15,NUISANCE,CLOSED,NA,04 09 32 3 018 036.000,DISTRICT 3,MONTGOMERY,AL,36110,,529,3.31,4.15888889,1500 AMOY CT,2022,9,{26A677E9-F3E8-4ACF-ADAA-2E949E2F9F69},,,HNAM,2025/03/19 20:12:07+00
515942.761809755,693278.97505901,C00163513,2024/04/29,NUISANCE,CLOSED,NA,04 09 32 3 018 034.000,DISTRICT 3,MONTGOMERY,AL,36110,,530,3.30944444,4.15888889,1507 AMOY CT,2024,4,{4CF18F1F-AF1A-429D-993B-3B472F967567},,,HNAM,2025/03/19 20:12:07+00
516685.660914503,681786.332033843,C00151375,2023/06/29,NUISANCE,CLOSED,NA,10 04 17 2 002 007.000,DISTRICT 3,MONTGOMERY,AL,36107,,531,2.03527778,10.07138889,511 ANDERSON ST,2023,6,{E12A40F0-EF64-4BCD-B67C-D6D92004B19B},,,HNAM,2025/03/19 20:12:07+00
527896.585343003,654208.495785423,C00133598,2022/05/06,NUISANCE,CLOSED,Lien Released,15 02 10 2 003 032.000,DISTRICT 6,MONTGOMERY,AL,36116,,532,2.05888889,15.03611111,4266 ANDOVA DR,2022,5,{3F9F851A-40B5-47E0-914F-8BF15E487D80},,,HNAM,2025/03/19 20:12:07+00
527896.585343003,654208.495785423,C00116480,2021/04/15,GENERIC,CLOSED,NA,15 02 10 2 003 032.000,DISTRICT 6,MONTGOMERY,AL,36116,,533,2.05888889,15.03611111,4266 ANDOVA DR,2021,4,{F6C3A3E4-F345-4319-B1D8-77D66378548D},,,HNAM,2025/03/19 20:12:07+00
521896.303380337,680731.822331846,C00145052,2023/03/09,NUISANCE,CLOSED,NA,10 05 16 2 012 001.000,DISTRICT 3,MONTGOMERY,AL,36107,ALL OF THE DUMPSTERS AT THE BACK OF THE BUILDINGS ALL NEEDS TO BE DUMPED AND CLEAN UP ALL AROUND DUMPSTER. TRY TO KEEP IT CLEAN BACK THERE.,534,2.20027778,10.08777778,851 ANN ST,2023,3,{FFCBCAC3-A62D-44CF-90C1-B62B52B6A739},,,HNAM,2025/03/19 20:12:07+00
521896.303380337,680731.822331846,C00165525,2024/06/05,NUISANCE,CLOSED,NA,10 05 16 2 012 001.000,DISTRICT 3,MONTGOMERY,AL,36107,,535,2.20027778,10.08777778,851 ANN ST,2024,6,{8AC5FDF1-75E0-4814-AFF6-C5057492DFD6},,,HNAM,2025/03/19 20:12:07+00
521896.303380337,680731.822331846,C00150746,2023/06/14,NUISANCE,CLOSED,NA,10 05 16 2 012 001.000,DISTRICT 3,MONTGOMERY,AL,36107,,536,2.20027778,10.08777778,851 ANN ST,2023,6,{0ADC54B3-5754-416D-A469-967860410745},,,HNAM,2025/03/19 20:12:07+00
521896.303380337,680731.822331846,C00149490,2023/05/30,NUISANCE,CLOSED,NA,10 05 16 2 012 001.000,DISTRICT 3,MONTGOMERY,AL,36107,,537,2.20027778,10.08777778,851 ANN ST,2023,5,{6E024101-5DD2-4AE2-BBD9-D3B7BA234ABA},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00163570,2024/04/30,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,538,2.40722222,11.10666667,700 ALEXANDER ST,2024,4,{5F037A24-A53F-453F-9817-33A6C213A24C},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00151855,2023/07/10,NUISANCE,CLOSED,NA,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,539,2.40722222,11.10666667,700 ALEXANDER ST,2023,7,{42CF30D8-6084-4042-ACAD-2F40BFAC9F3D},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00165964,2024/06/13,NUISANCE,CLOSED,NA,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,540,2.40722222,11.10666667,700 ALEXANDER ST,2024,6,{1E6269E7-2ABE-4E97-B3A5-56B381ABFB89},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00151242,2023/06/27,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,541,2.40722222,11.10666667,700 ALEXANDER ST,2023,6,{80EB6563-D0DD-403A-A97D-40FA3E6C7521},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00154814,2023/08/09,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,542,2.40722222,11.10666667,700 ALEXANDER ST,2023,8,{71CE4F29-466A-4165-BA4A-DBF859D5BE1E},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00169080,2024/08/06,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,543,2.40722222,11.10666667,700 ALEXANDER ST,2024,8,{AD8E4E7F-76C0-42E2-835C-7E621DF78681},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00170727,2024/09/19,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,544,2.40722222,11.10666667,700 ALEXANDER ST,2024,9,{F454C174-ECF5-47C2-A8B3-1E47DC62CA48},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00148786,2023/05/12,NUISANCE,CLOSED,NA,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,546,2.40722222,11.10666667,700 ALEXANDER ST,2023,5,{310835C3-C51E-42AE-8274-9E9C99DC73F7},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00146695,2023/04/13,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,547,2.40722222,11.10666667,700 ALEXANDER ST,2023,4,{6CFE767A-4B15-4ACE-8CD6-78D5C4C025E9},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00140954,2022/09/07,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,548,2.40722222,11.10666667,700 ALEXANDER ST,2022,9,{288908DB-B3BA-48A3-81CA-C5429B3EDAE7},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00134911,2022/05/31,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,549,2.40722222,11.10666667,700 ALEXANDER ST,2022,5,{19AD46A0-41B5-4874-8840-4C19B08F21A1},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00115679,2021/04/06,NUISANCE,CLOSED,NA,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,550,2.40722222,11.10666667,700 ALEXANDER ST,2021,4,{FD4337B5-B0AF-4910-AF3A-53B3C818DEF5},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00114391,2021/03/15,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,551,2.40722222,11.10666667,700 ALEXANDER ST,2021,3,{CA0BE807-6FF7-42D9-91CA-844E7D0A0EA0},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00120985,2021/06/28,NUISANCE,OPEN,NA,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,552,2.40722222,11.10666667,700 ALEXANDER ST,2021,6,{907D818F-E731-4D0F-A32C-DCFA35BAE909},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00124485,2021/08/20,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,553,2.40722222,11.10666667,700 ALEXANDER ST,2021,8,{4B6D330D-0B2C-4A08-B085-32D20366E33E},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00129800,2022/03/07,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,554,2.40722222,11.10666667,700 ALEXANDER ST,2022,3,{F41A44AB-9B88-4698-B347-D4248E556823},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00128562,2022/01/12,NUISANCE,CLOSED,NA,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,REMOVE LARGE PILE OF  TREE LIMBS ON CURB.,555,2.40722222,11.10666667,700 ALEXANDER ST,2022,1,{2DA97C0A-45CF-42FD-A80B-17CC5303C234},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00128180,2021/12/20,NUISANCE,CLOSED,NA,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,556,2.40722222,11.10666667,700 ALEXANDER ST,2021,12,{32F6339C-406C-4B62-82F1-9B21531CBF47},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00127777,2021/12/01,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,557,2.40722222,11.10666667,700 ALEXANDER ST,2021,12,{CDA913AF-96D6-4D46-BCEA-E7CC506B399B},,,HNAM,2025/03/19 20:12:07+00
506321.621603254,674726.594184846,C00128307,2021/12/29,NUISANCE,CLOSED,NA,11 06 24 2 024 026.000,DISTRICT 7,MONTGOMERY,AL,36108,,558,2.40722222,11.10666667,700 ALEXANDER ST,2021,12,{9D8D2692-F30E-416E-A792-25533F4AB61F},,,HNAM,2025/03/19 20:12:07+00
506284.236507419,674576.418960258,C00151267,2023/06/28,NUISANCE,CLOSED,NA,11 06 24 2 023 002.000,DISTRICT 7,MONTGOMERY,AL,36108,,559,2.38388889,11.10666667,705 ALEXANDER ST,2023,6,{385B4F98-5A30-43D1-9629-6EE4315134A2},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00151268,2023/06/28,NUISANCE,CLOSED,NA,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,560,2.38416667,11.10666667,711 ALEXANDER ST,2023,6,{62C8CD68-34C9-4DD2-8576-A438A0B0ADE2},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00150495,2023/06/12,NUISANCE,CLOSED,NA,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,561,2.38416667,11.10666667,711 ALEXANDER ST,2023,6,{61F2A3C9-8CDE-4D72-9B64-BBE656B402B2},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00150464,2023/06/12,NUISANCE,CLOSED,NA,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,562,2.38416667,11.10666667,711 ALEXANDER ST,2023,6,{3D33AE88-FAEA-4E80-BCA1-191EB68F54FF},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00154804,2023/08/09,NUISANCE,CLOSED,NA,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,563,2.38416667,11.10666667,711 ALEXANDER ST,2023,8,{935EED67-FA78-4CF6-8372-09F275E5FD6E},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00115680,2021/04/06,NUISANCE,OPEN,Lien Filed,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,564,2.38416667,11.10666667,711 ALEXANDER ST,2021,4,{75D85E6A-D964-4C5C-8C46-9920E924267E},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00135857,2022/06/14,NUISANCE,OPEN,Lien Filed,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,565,2.38416667,11.10666667,711 ALEXANDER ST,2022,6,{AB6C87C3-EDC0-4273-AF60-A88F2A1BEF09},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00134329,2022/05/18,NUISANCE,CLOSED,NA,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,566,2.38416667,11.10666667,711 ALEXANDER ST,2022,5,{EA8AA9B9-938D-4E87-97D7-163086C87536},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00132227,2022/04/21,NUISANCE,OPEN,Lien Filed,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,567,2.38416667,11.10666667,711 ALEXANDER ST,2022,4,{34CE8CDD-0B44-4069-BC1B-2D4BB6727757},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00139618,2022/08/15,NUISANCE,OPEN,Lien Filed,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,568,2.38416667,11.10666667,711 ALEXANDER ST,2022,8,{F9B278BC-246D-411D-B50E-AAC1D6C5731C},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00132488,2022/04/26,NUISANCE,CLOSED,NA,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,569,2.38416667,11.10666667,711 ALEXANDER ST,2022,4,{F020C4BB-E041-4742-8ECE-039220DFF073},,,HNAM,2025/03/19 20:12:07+00
506244.242492922,674575.721127011,C00146752,2023/04/13,NUISANCE,OPEN,Lien Filed,11 06 24 2 023 003.000,DISTRICT 7,MONTGOMERY,AL,36108,,570,2.38416667,11.10666667,711 ALEXANDER ST,2023,4,{F246F4E6-B9A4-4DEC-8EAC-2AA2F56D8BCE},,,HNAM,2025/03/19 20:12:07+00
506201.639559753,674724.500028923,C00146693,2023/04/13,NUISANCE,CLOSED,NA,11 06 24 2 024 023.000,DISTRICT 7,MONTGOMERY,AL,36108,,571,2.40638889,11.10666667,716 ALEXANDER ST,2023,4,{81AA4BEA-F3FF-4CE1-91EB-C3A7EF918661},,,HNAM,2025/03/19 20:12:07+00
506201.639559753,674724.500028923,C00141307,2022/09/13,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 023.000,DISTRICT 7,MONTGOMERY,AL,36108,,572,2.40638889,11.10666667,716 ALEXANDER ST,2022,9,{D8DF1305-C29D-466E-BE20-B314BF899DA1},,,HNAM,2025/03/19 20:12:07+00
506201.639559753,674724.500028923,C00144235,2023/01/25,NUISANCE,CLOSED,NA,11 06 24 2 024 023.000,DISTRICT 7,MONTGOMERY,AL,36108,,573,2.40638889,11.10666667,716 ALEXANDER ST,2023,1,{C3DF1767-72CB-4D6D-81EE-9E569D78B971},,,HNAM,2025/03/19 20:12:07+00
506201.639559753,674724.500028923,C00135860,2022/06/14,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 023.000,DISTRICT 7,MONTGOMERY,AL,36108,,574,2.40638889,11.10666667,716 ALEXANDER ST,2022,6,{0D666B22-1D2C-4C3A-A3C7-6795CCC8BD9C},,,HNAM,2025/03/19 20:12:07+00
506201.639559753,674724.500028923,C00129802,2022/03/07,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 023.000,DISTRICT 7,MONTGOMERY,AL,36108,,575,2.40638889,11.10666667,716 ALEXANDER ST,2022,3,{A151CB72-C882-494A-B874-77A2116A6F22},,,HNAM,2025/03/19 20:12:07+00
506201.639559753,674724.500028923,C00154812,2023/08/09,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 023.000,DISTRICT 7,MONTGOMERY,AL,36108,,576,2.40638889,11.10666667,716 ALEXANDER ST,2023,8,{8D4E7B6D-5A5F-45DC-93EC-05EDC5BD14B5},,,HNAM,2025/03/19 20:12:07+00
506201.639559753,674724.500028923,C00122452,2021/07/20,NUISANCE,OPEN,Lien Filed,11 06 24 2 024 023.000,DISTRICT 7,MONTGOMERY,AL,36108,,577,2.40638889,11.10666667,716 ALEXANDER ST,2021,7,{4448FDF9-7BBB-40CB-A4FD-E5321456965C},,,HNAM,2025/03/19 20:12:07+00
