OBJECTID,OffenseNo,Location,Remark,ParcelNo,Type,Date,District,GlobalID,created_user,created_date,last_edited_user,last_edited_date,HearingDate
5294,C00179485,2334 EAST SOUTH BLVD,"Debris, Furniture, Graffiti, Litter, Junk, Trash, Overgrown Grass, Weeds",10 08 33 1 005 003.002,NUISANCE,1750118400000,6,{3C9C3F9D-363E-471E-B787-073B26506901},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5295,C00179553,742 QUEENSBURY DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",15 03 05 2 009 007.000,NUISANCE,1750118400000,5,{E0A73AE9-DEAA-4C02-8F1F-0786E321FCAA},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5296,C00179672,131 NORTH HAARDT DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 4 009 004.000,NUISANCE,1750118400000,4,{527B50B8-1843-4697-A1D4-133187DE79C5},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5297,C00179673,101 NORTH HAARDT DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 06 24 4 009 001.000,NUISANCE,1750118400000,4,{EE2390A2-F16B-4EB9-BE63-3623A3C48679},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5298,C00179608,106 WEST DELANO AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 1 015 018.000,NUISANCE,1750118400000,4,{C55F90B3-AE26-449C-AB4F-41D40589EB89},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5299,C00179610,3925 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 002 010.000,NUISANCE,1750118400000,4,{8CC8C9AA-CD11-41FB-A328-377C2013AA6A},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5300,C00179611,3918 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 003 024.000,NUISANCE,1750118400000,4,{F7A9CD16-7F8F-4DF3-B9C9-7E3E424541A7},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5301,C00179612,3926 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 003 023.000,NUISANCE,1750118400000,4,{10239A06-D042-4C6F-8574-D6CEC45B9131},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5302,C00179609,3917 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 002 009.000,NUISANCE,1750118400000,4,{388A61C9-C410-4821-B403-6571FBEF52C6},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5303,C00179614,3950 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 003 020.000,NUISANCE,1750118400000,4,{44C5B5B9-BA50-4C3A-9E98-43C3B8DCFC7E},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5304,C00179615,3967 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 002 015.000,NUISANCE,1750118400000,4,{11209126-EEDF-400B-ABCE-E6D5E4A3B512},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5305,C00179616,4118 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 009 051.000,NUISANCE,1750118400000,4,{E093E36E-7E51-437B-8584-813C24421803},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5306,C00179189,4411 NORMAN BRIDGE RD,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 31 4 002 049.000,NUISANCE,1750118400000,5,{080438F8-5542-4988-B1A5-020C7F232E35},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5307,C00179205,3933 EDGAR D NIXON AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",11 07 25 4 002 011.000,NUISANCE,1750118400000,4,{B8B28FDA-A6BF-4C6E-911C-E7BEAB7B362A},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5308,C00179215,1600 BANCROFT AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 32 3 009 001.000,NUISANCE,1750118400000,5,{DD09B3A7-307C-415D-9091-67BBAFC3F60A},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5309,C00179315,3496 NORMAN BRIDGE RD,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 30 2 001 017.000,NUISANCE,1750118400000,7,{2EDD22AE-AF8F-4B02-96CF-4E856CC5B4DB},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5310,C00179383,5912 SINGLETON ST,"Litter, Junk, Trash, Overgrown Grass, Weeds",15 01 02 1 004 059.000,NUISANCE,1750118400000,6,{A2BAEA4A-4F4C-4320-B92D-A7C560DAA909},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5311,C00179354,MAURY AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 18 3 026 017.000,NUISANCE,1750118400000,7,{DDE18DBC-C49E-418D-8FC2-B13E170CD21D},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5312,C00179772,1213 BISCAYNE DR,"Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Weeds",10 09 32 3 010 019.000,NUISANCE,1750118400000,5,{7C1BE263-C4A3-4AF1-A1F3-81F02049F504},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5313,C00175777,1936 ROSA L PARKS AV,Demolition,11 06 24 2 012 001.002,DEMOLITION,1751328000000,7,{C18DF21C-CAE1-4A93-B9F0-5038B1ACF19E},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5314,C00177126,1240 AUDUBON RD,"Demolition, Roof, Other",10 09 32 2 008 022.000,DEMOLITION,1751328000000,7,{DAE11B39-A6CE-4C6B-A88C-AC16D6BEFE27},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5315,C00180125,2429 CENTER ST,"Demolition, Bldg Not Complete, Structure Not Secure, Other, Emergency Demolition",11 06 14 4 027 007.000,EMERGENCY DEMOLITION,1751328000000,4,{9ECE5ADE-0F92-4301-8B4A-BA8CFE89D6EC},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5316,C00181838,2304 OVERHILL RD,"Demolition, Structure Not Secure, Other, Emergency Demolition",10 08 33 3 004 004.000,EMERGENCY DEMOLITION,1751328000000,6,{6EBAD731-AEA3-47F4-AE8F-C1A5C6C5C615},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5317,C00172732,3809 FIELDCREST DR,Demolition,10 08 27 3 008 032.000,DEMOLITION,1751328000000,5,{3BEC925E-BFF4-4E16-AAC5-868CC15A24CA},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5318,C00181839,1913 WINDSOR AVE,"Demolition, Structure Not Secure, Other, Emergency Demolition",10 03 08 1 020 007.000,EMERGENCY DEMOLITION,1751328000000,3,{A9128CA9-E840-4E8C-B59F-F487FAE1D9F3},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5319,C00172902,900 TAYLOR ST,"Demolition, Foundation, Walls, Roof, Bldg Not Complete, Utility Systems Missing, Structure Not Secure, Emergency Demolition",10 03 05 4 010 012.000,EMERGENCY DEMOLITION,1751328000000,3,{B719B595-C6B0-428A-9A54-F6A4281FC4C8},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5320,C00179229,120 KELLY LN,"Demolition, Structure Not Secure, Other, Emergency Demolition",10 09 30 3 008 010.000,EMERGENCY DEMOLITION,1751328000000,7,{E47B5915-771E-4DD1-97C8-3B6C98361484},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5321,C00179941,1519 WITHERS ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 03 06 4 011 008.000,NUISANCE,1750118400000,3,{2A8C30D5-50B3-435E-8864-0F9332F6D5B1},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5322,C00174700,657 JORYNE DR,"Demolition, Foundation, Walls, Roof, Bldg Not Complete, Utility Systems Missing, Structure Not Secure, Other, Emergency Demolition",10 05 15 2 001 003.000,EMERGENCY DEMOLITION,1751328000000,1,{C22BCFCF-005F-4749-B24D-BB4FFD6BF46C},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5323,C00179942,204 NORTH HOLT ST,"Debris, Graffiti, Litter, Junk, Trash",11 01 12 3 011 003.000,NUISANCE,1750118400000,3,{EC9BE3C2-026F-4C30-A180-8CA1784FFA36},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5324,C00180452,413 DAPHNE LN,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",12 06 24 2 002 013.000,NUISANCE,1751328000000,4,{515514E5-FE0C-4AE7-9FCB-2DB57B1275EF},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5325,C00180558,741 LEDYARD PL,"Overgrown Grass, Weeds",10 01 02 4 002 011.000,NUISANCE,1751328000000,2,{1846A9C9-6117-4F0B-9CA0-03F220C0100E},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5326,C00180841,12 WEST ROSEMARY RD,"Junk Vehicles, Litter, Junk, Trash, Weeds",10 02 10 2 013 017.000,NUISANCE,1751328000000,2,{59E596F0-163C-4AC1-8F30-16B6B60B6B43},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5327,C00180893,1024 ANN ST,"Overgrown Grass, Weeds",10 05 16 2 009 017.000,NUISANCE,1751328000000,3,{52CBF23F-ED46-4160-A5B4-21E5937894A8},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5328,C00180860,4534 WARES FERRY RD,"Overgrown Grass, Weeds",10 01 11 1 001 001.000,NUISANCE,1751328000000,1,{8BD2863E-147E-4E68-99F9-47217989D5E3},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5329,C00180720,837 RIALTO DR,"Overgrown Grass, Weeds",09 03 06 1 001 016.001,NUISANCE,1751328000000,2,{D1797078-3565-4DF8-953D-9EA5B33F671C},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5330,C00179923,4031 FAUNSDALE DR,"Pooling/Ponding of Foul Water, Overgrown Grass, Weeds",10 01 02 3 001 053.005,NUISANCE,1750118400000,2,{9DDCFB68-4676-42F8-95F6-66735A9DADD8},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5331,C00180252,MCGINNIS ST,"Overgrown Grass, Tree Limbs, Weeds",11 06 14 2 012 021.000,NUISANCE,1750118400000,4,{9FA66309-4FF6-4775-8CCC-09CEE0A57DA6},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5332,C00180315,451 NOTTINGHAM RD,"Overgrown Grass, Weeds",10 05 15 2 002 005.000,NUISANCE,1751328000000,1,{ADADB31E-8FC8-4AB2-A509-7741F7F5C11F},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5333,C00180465,5839 WARES FERRY RD,"Overgrown Grass, Weeds",09 03 06 3 009 024.000,NUISANCE,1751328000000,2,{8D281A10-E236-485F-AC35-9BEF34B13AF1},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5334,C00180507,3402 LITTLE JOHN DR,"Overgrown Grass, Weeds",10 02 10 3 014 003.000,NUISANCE,1751328000000,1,{0210546D-2184-470C-A8DF-E8201E9D3336},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5335,C00180451,309 BRADLEY DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 02 09 3 016 030.000,NUISANCE,1751328000000,1,{00314035-D0A3-4409-B715-698BBF0AD214},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5336,C00180415,518 FOREST PARK DR,"Bldg. Material, Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 02 09 4 004 023.000,NUISANCE,1751328000000,1,{2DFD433E-30CC-4514-9D04-8913B28613EE},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5337,C00180342,312 SOUTH CAPITOL PKWY,Junk Vehicles,10 03 08 3 012 018.000,NUISANCE,1751328000000,3,{B0C5DD7D-A10C-4FA9-A215-9F6C1F18CEC7},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5338,C00179779,3431 MAYFAIR RD,"Overgrown Grass, Weeds",10 02 03 3 010 022.000,NUISANCE,1750118400000,2,{EF0ED312-1340-4FFF-A1DA-E4F6629C375B},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5339,C00179786,3001 BILTMORE AVE,Junk Vehicles,10 02 04 4 004 016.000,NUISANCE,1750118400000,2,{150129AB-9032-4F39-AC1B-46BC0ADDC7EB},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5340,C00179810,3851 BIENVILLE RD,"Overgrown Grass, Weeds",10 05 15 1 011 001.001,NUISANCE,1750118400000,1,{BAC7A22C-DEB1-4478-8738-F73006B5439B},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5341,C00179836,3218 HARRISON RD,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 05 16 4 002 012.000,NUISANCE,1750118400000,7,{C398B0EC-EC47-4AAF-BE8C-DFFB3DE074F0},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5342,C00179743,6129 WARES FERRY RD,"Overgrown Grass, Weeds",09 03 06 4 005 030.000,NUISANCE,1750118400000,2,{B9B1B72B-A8C1-41CE-A59E-298528725A58},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5343,C00179748,4113 JOHNSTOWN DR,"Overgrown Grass, Weeds",10 01 02 3 001 061.000,NUISANCE,1750118400000,2,{51530D6E-65DD-49A2-8765-A832FB676BFE},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5344,C00180164,3104 MILAN DR,"Junk Vehicles, Weeds",10 02 09 4 016 019.000,NUISANCE,1750118400000,1,{49FA4CED-4706-4E7D-B3B6-F7A4DA6577E9},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5345,C00180173,RAY DR,"Overgrown Grass, Tree Limbs, Weeds",10 01 02 4 013 018.000,NUISANCE,1750118400000,2,{6F677C4F-C247-4FB1-8ADD-9B359E696C2B},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5346,C00179397,120 WEST WOODLAND DR,"Overgrown Grass, Tree Limbs, Weeds",11 07 36 1 001 008.000,NUISANCE,1750118400000,4,{C64073CA-877B-4CE8-862A-A5E637046D6D},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5347,C00179644,2809 CHESTNUT ST,"Litter, Junk, Trash, Weeds",10 05 16 2 010 011.000,NUISANCE,1750118400000,3,{9D38ABEB-AAFB-4522-8CAF-F2C20AA6867F},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5348,C00179655,4172 WARES FERRY RD,"Litter, Junk, Trash, Weeds",10 01 11 2 003 009.001,NUISANCE,1750118400000,1,{D222ED5B-4CB9-445B-89FE-6F6CD57EB9A7},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5349,C00179685,20 ARDEN RD,"Overgrown Grass, Weeds",10 02 09 2 019 011.000,NUISANCE,1750118400000,2,{A195D8D7-07BF-4543-AE60-15A82F5AB428},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5350,C00179686,3026 ALTHEA ST,"Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",10 02 09 3 014 002.002,NUISANCE,1750118400000,1,{605AA79D-2545-4194-9F7D-DAD4582981A4},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5351,C00179508,3981 BEARDSLEY DR,Stagnant Pool/Pond,10 02 03 1 011 019.000,NUISANCE,1750118400000,2,{0720BFBC-E0E7-4631-9B99-1A0316DAB403},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5352,C00179524,309 SUMERSET LN,"Overgrown Grass, Weeds",10 02 09 4 007 007.000,NUISANCE,1750118400000,1,{F3B15CF6-335E-4B87-A01B-88E66A4D564D},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5353,C00179527,2111 MCLEMORE DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",05 08 33 0 000 005.002,NUISANCE,1750118400000,1,{1CE3B18B-7787-497B-A2A1-7E78A5B9CC41},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5354,C00181263,2755 SUMTER AVE,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 02 04 3 006 021.000,NUISANCE,1751328000000,2,{3565E9C7-4BA5-4F4D-B0C8-113B2FF7F288},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5355,C00181469,688 NORTH EASTERN BLVD,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 01 01 1 001 006.002,NUISANCE,1751328000000,2,{97774773-9E6B-4F5E-92D1-6A58C732C9D6},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5356,C00181468,613 NORTH EASTERN BLVD,"Abandoned/Obsolete Sign, Litter, Junk, Trash",10 01 01 1 002 002.002,SIGN,1751328000000,2,{2CC7BB7F-FD31-46DE-95D6-AC701831DB72},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5357,C00181382,307 NORTH BURBANK DR,"Overgrown Grass, Weeds",09 03 07 2 002 002.000,NUISANCE,1751328000000,2,{B014DDF3-B6A3-481E-B2A2-46FAEAF88601},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5358,C00181383,5801 WARES FERRY RD,Junk Vehicles,09 03 06 3 009 018.000,NUISANCE,1751328000000,2,{D54E8706-B02D-42EE-91D7-3F9617FB8797},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5359,C00180969,3432 PRINCESS ANN ST,"Overgrown Grass, Weeds",10 02 03 2 015 004.000,NUISANCE,1751328000000,2,{B00C0366-A2FE-45D0-9E77-D9D57BB01C9E},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5360,C00180963,806 KAREN RD,Junk Vehicles,10 05 15 2 006 019.000,NUISANCE,1751328000000,1,{4BD4B6BF-3C75-4FC6-89FC-FCBAFB1CF7FE},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5361,C00181068,519 MARLBOROUGH ST,"Overgrown Grass, Weeds, Wood",10 02 04 4 005 001.000,NUISANCE,1751328000000,2,{D5D11DB4-D724-4534-B374-05FAC9EA6295},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5362,C00181069,826 DALRAIDA RD,"Overgrown Grass, Tree Limbs, Weeds",10 02 03 1 011 002.000,NUISANCE,1751328000000,2,{18FAA632-D9B6-4BF5-B619-A468E2F63310},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5363,C00181058,312 BENBOW CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",09 03 06 3 013 014.000,NUISANCE,1751328000000,2,{180D2622-98CC-490D-ADAB-6E73E1CB727D},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5364,C00181148,4054 BETH MANOR DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 05 15 4 002 011.001,NUISANCE,1751328000000,1,{E86C3E0B-660A-45FB-894B-BF0B7718D545},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5365,C00179594,2020 EAST THIRD ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 016 004.000,NUISANCE,1750118400000,7,{344B0840-036E-4D91-92D3-5EF340F00228},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5366,C00179595,2137 EAST THIRD ST (OP),"Bldg. Material, Debris, Litter, Junk, Trash, Overgrown Grass, Tires, Weeds",10 04 17 4 014 017.000,NUISANCE,1750118400000,7,{57C7009D-7DC7-4803-9D86-DD4432A9962E},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5367,C00179596,2133 EAST THIRD ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 014 016.000,NUISANCE,1750118400000,7,{98D43036-146F-42D9-9DF7-83BCF6339E79},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5368,C00180911,6301 SANDY RIDGE CURV,"Overgrown Grass, Tree Limbs, Weeds",05 09 31 4 000 163.000,NUISANCE,1751328000000,2,{B859F29F-49BF-4B8A-894E-E01897E42C34},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5369,C00179597,2125 EAST THIRD ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 014 014.000,NUISANCE,1750118400000,7,{67D1BF2E-7EC6-4F9F-ACF1-D5E09BB173ED},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5370,C00179487,2340 EAST SOUTH BLVD,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 08 33 1 005 003.002,NUISANCE,1750118400000,6,{E49DC04D-3AAC-444D-9EDC-8C8CA58F3CD9},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5371,C00179714,4037 MARQUETTE DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 05 15 1 001 028.000,NUISANCE,1750118400000,1,{DE3E50BF-AE87-4968-9DC8-1671533A0D47},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5372,C00179642,206 DAVORS DR,"Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Weeds",10 01 12 4 004 018.000,NUISANCE,1750118400000,1,{286E2342-FA85-4710-9738-7B2EE6DBFC05},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5373,C00179637,2339 EAST FIFTH ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 022 019.000,NUISANCE,1750118400000,7,{F166DDF8-E662-4933-B6A7-3E5253234725},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5374,C00179853,6100 MONTICELLO DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",09 04 18 3 002 004.000,NUISANCE,1750118400000,9,{2E0B6699-74C0-405E-ADA7-67059CC452D8},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5375,C00180053,2238 SAGEWOOD DR,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",09 04 19 3 001 001.070,NUISANCE,1750118400000,9,{60982542-925A-4E4F-9D8D-364848334DF4},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5376,C00179768,2625 EAST FIFTH ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 05 16 3 012 010.000,NUISANCE,1750118400000,7,{54879AC3-D49A-4CD3-9114-368793D6C049},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
5377,C00180400,6724 POST OAK LN,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",09 04 19 4 001 015.000,NUISANCE,1751328000000,9,{CF03AD81-8573-48CD-A133-841CFDCC5938},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5378,C00180401,500 EASTDALE RD SOUTH,"Debris, Litter, Junk, Trash, Overgrown Grass, Tree Limbs, Weeds",09 04 18 2 000 001.001,NUISANCE,1751328000000,9,{6ED9CB87-2F21-472E-A1BA-EA3F30759039},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5379,C00180404,2225 EAST FIFTH ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 023 014.000,NUISANCE,1751328000000,7,{F8066B05-902B-464E-A11A-26026FB75C66},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5380,C00180407,2200 EAST FOURTH ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 023 009.000,NUISANCE,1751328000000,7,{2E0A81FA-99AA-4914-B6A6-8FBC70AB6BD6},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5381,C00180374,2626 QUEENS HOLLOW CT,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",09 09 30 1 000 001.084,NUISANCE,1751328000000,9,{3C695C88-173B-49B0-8D99-4B7501449CCA},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5382,C00180512,4737 PRAIRIE MEADOWS DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 06 14 1 005 034.000,NUISANCE,1751328000000,1,{E211FE6E-7777-4056-9AA6-FCA37CE08584},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5383,C00180513,4731 PRAIRIE MEADOWS DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 06 14 1 005 035.000,NUISANCE,1751328000000,1,{FAA94AEE-366B-4E69-9272-7DA592371566},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5384,C00180517,228 BELLEHURST DR,Junk Vehicles,10 01 11 3 007 014.000,NUISANCE,1751328000000,1,{E1AD8C92-7170-48FF-A59E-F1CFBCBB5099},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5385,C00180519,217 BELLEHURST DR,"Litter, Junk, Trash, Overgrown Grass, Weeds",10 01 11 3 004 010.000,NUISANCE,1751328000000,1,{742F8564-195F-441B-BFC7-D58807EA1F45},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5386,C00180547,500 EASTDALE RD SOUTH,,09 04 18 2 000 001.001,NUISANCE,1751328000000,9,{CFF0196C-A99E-42EE-B453-08F46DE81C28},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5387,C00180466,2141 EAST FOURTH ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 017 016.000,NUISANCE,1751328000000,7,{E8BB6249-B5E8-4D86-9E57-FA7E00DB7846},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5388,C00180467,2137 EAST FOURTH ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 017 015.000,NUISANCE,1751328000000,7,{4DCC70EB-901E-488B-B700-E684F244F03F},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5389,C00180468,2129 EAST FOURTH ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 017 013.000,NUISANCE,1751328000000,7,{D04A6E15-87A7-4C7F-AC82-7FB1CBF1279C},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5390,C00180469,1931 TEAGUE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 028 010.001,NUISANCE,1751328000000,7,{A6EA13DB-2167-4C7F-8195-9FAEFF58CE89},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5391,C00180470,1921 TEAGUE ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 028 010.000,NUISANCE,1751328000000,7,{9FC5BCE8-62EA-4294-B234-D7F35D87971D},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5392,C00180471,2201 EAST THIRD ST (OP),"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 013 011.000,NUISANCE,1751328000000,7,{AD5AF542-5CF1-4EF5-8850-F35463B52E46},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5393,C00180474,2120 EAST THIRD ST (OP),"Debris, Junk Vehicles, Litter, Junk, Trash, Overgrown Grass, Weeds",10 04 17 4 017 004.001,NUISANCE,1751328000000,7,{0880B8C9-3BA6-4DBC-AB51-205FB16D257A},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5394,C00180475,2642 EAST THIRD ST (OP),"Debris, Furniture, Litter, Junk, Trash, Overgrown Grass, Weeds",10 05 16 3 012 001.001,NUISANCE,1751328000000,7,{7A25DB07-13A3-478E-B52C-634CA64375F2},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5395,C00180213,COUNTY DOWNS RD,,10 01 11 3 001 021.000,NUISANCE,1751328000000,1,{D1DDDB18-BFB8-4872-BBC9-9318A204DB30},HNAM,1752066789000,HNAM,1769178803000,2025/07/01
5396,C00180079,1425 ANN ST,"Debris, Litter, Junk, Trash, Overgrown Grass, Weeds",10 05 16 3 004 002.000,NUISANCE,1750118400000,7,{0B27D953-84C5-44AF-8F6F-48BFFDFD675D},HNAM,1752066789000,HNAM,1769178803000,2025/06/17
